,Airport,City,City_Name,Des,DesCity,DesCity_Name
1145,IST,IST,ISTANBUL,TLS,TLS,ISTANBUL
2239,SAW,IST,ISTANBUL,TLS,TLS,ISTANBUL
1143,ISL,IST,ISTANBUL,TLV,TLV,ISTANBUL
1145,IST,IST,ISTANBUL,TLV,TLV,ISTANBUL
2239,SAW,IST,ISTANBUL,TLV,TLV,ISTANBUL
1143,ISL,IST,ISTANBUL,TNR,TNR,ISTANBUL
1145,IST,IST,ISTANBUL,TNR,TNR,ISTANBUL
2239,SAW,IST,ISTANBUL,TNR,TNR,ISTANBUL
1143,ISL,IST,ISTANBUL,TPA,TPA,ISTANBUL
1145,IST,IST,ISTANBUL,TPA,TPA,ISTANBUL
2239,SAW,IST,ISTANBUL,TPA,TPA,ISTANBUL
1143,ISL,IST,ISTANBUL,TPE,TPE,ISTANBUL
1145,IST,IST,ISTANBUL,TPE,TPE,ISTANBUL
2239,SAW,IST,ISTANBUL,TPE,TPE,ISTANBUL
1143,ISL,IST,ISTANBUL,TRF,OSL,ISTANBUL
1145,IST,IST,ISTANBUL,TRF,OSL,ISTANBUL
2239,SAW,IST,ISTANBUL,TRF,OSL,ISTANBUL
1143,ISL,IST,ISTANBUL,TSA,TPE,ISTANBUL
1145,IST,IST,ISTANBUL,TSA,TPE,ISTANBUL
2239,SAW,IST,ISTANBUL,TSA,TPE,ISTANBUL
1143,ISL,IST,ISTANBUL,TSF,VCE,ISTANBUL
1145,IST,IST,ISTANBUL,TSF,VCE,ISTANBUL
2239,SAW,IST,ISTANBUL,TSF,VCE,ISTANBUL
1143,ISL,IST,ISTANBUL,TSN,TSN,ISTANBUL
1145,IST,IST,ISTANBUL,TSN,TSN,ISTANBUL
2239,SAW,IST,ISTANBUL,TSN,TSN,ISTANBUL
1143,ISL,IST,ISTANBUL,TTN,PHL,ISTANBUL
1145,IST,IST,ISTANBUL,TTN,PHL,ISTANBUL
2239,SAW,IST,ISTANBUL,TTN,PHL,ISTANBUL
1143,ISL,IST,ISTANBUL,TUN,TUN,ISTANBUL
1145,IST,IST,ISTANBUL,TUN,TUN,ISTANBUL
2239,SAW,IST,ISTANBUL,TUN,TUN,ISTANBUL
1143,ISL,IST,ISTANBUL,TXL,BER,ISTANBUL
1145,IST,IST,ISTANBUL,TXL,BER,ISTANBUL
2239,SAW,IST,ISTANBUL,TXL,BER,ISTANBUL
1143,ISL,IST,ISTANBUL,UFA,UFA,ISTANBUL
1145,IST,IST,ISTANBUL,UFA,UFA,ISTANBUL
2239,SAW,IST,ISTANBUL,UFA,UFA,ISTANBUL
1143,ISL,IST,ISTANBUL,VAR,VAR,ISTANBUL
1145,IST,IST,ISTANBUL,VAR,VAR,ISTANBUL
2239,SAW,IST,ISTANBUL,VAR,VAR,ISTANBUL
1143,ISL,IST,ISTANBUL,VCE,VCE,ISTANBUL
1145,IST,IST,ISTANBUL,VCE,VCE,ISTANBUL
2239,SAW,IST,ISTANBUL,VCE,VCE,ISTANBUL
1143,ISL,IST,ISTANBUL,VCP,SAO,ISTANBUL
1145,IST,IST,ISTANBUL,VCP,SAO,ISTANBUL
2239,SAW,IST,ISTANBUL,VCP,SAO,ISTANBUL
1143,ISL,IST,ISTANBUL,VIE,VIE,ISTANBUL
1145,IST,IST,ISTANBUL,VIE,VIE,ISTANBUL
2239,SAW,IST,ISTANBUL,VIE,VIE,ISTANBUL
1143,ISL,IST,ISTANBUL,VKO,MOW,ISTANBUL
1145,IST,IST,ISTANBUL,VKO,MOW,ISTANBUL
2239,SAW,IST,ISTANBUL,VKO,MOW,ISTANBUL
1143,ISL,IST,ISTANBUL,VLC,VLC,ISTANBUL
1145,IST,IST,ISTANBUL,VLC,VLC,ISTANBUL
2239,SAW,IST,ISTANBUL,VLC,VLC,ISTANBUL
1143,ISL,IST,ISTANBUL,VNO,VNO,ISTANBUL
1145,IST,IST,ISTANBUL,VNO,VNO,ISTANBUL
2239,SAW,IST,ISTANBUL,VNO,VNO,ISTANBUL
1143,ISL,IST,ISTANBUL,VST,STO,ISTANBUL
1145,IST,IST,ISTANBUL,VST,STO,ISTANBUL
2239,SAW,IST,ISTANBUL,VST,STO,ISTANBUL
1143,ISL,IST,ISTANBUL,WAW,WAW,ISTANBUL
1145,IST,IST,ISTANBUL,WAW,WAW,ISTANBUL
2239,SAW,IST,ISTANBUL,WAW,WAW,ISTANBUL
1143,ISL,IST,ISTANBUL,WIL,NBO,ISTANBUL
1145,IST,IST,ISTANBUL,WIL,NBO,ISTANBUL
2239,SAW,IST,ISTANBUL,WIL,NBO,ISTANBUL
1143,ISL,IST,ISTANBUL,YEG,YEA,ISTANBUL
1145,IST,IST,ISTANBUL,YEG,YEA,ISTANBUL
2239,SAW,IST,ISTANBUL,YEG,YEA,ISTANBUL
1143,ISL,IST,ISTANBUL,YHU,YMQ,ISTANBUL
1145,IST,IST,ISTANBUL,YHU,YMQ,ISTANBUL
2239,SAW,IST,ISTANBUL,YHU,YMQ,ISTANBUL
1143,ISL,IST,ISTANBUL,YMX,YMQ,ISTANBUL
1145,IST,IST,ISTANBUL,YMX,YMQ,ISTANBUL
2239,SAW,IST,ISTANBUL,YMX,YMQ,ISTANBUL
1143,ISL,IST,ISTANBUL,YNT,YNT,ISTANBUL
1145,IST,IST,ISTANBUL,YNT,YNT,ISTANBUL
2239,SAW,IST,ISTANBUL,YNT,YNT,ISTANBUL
1143,ISL,IST,ISTANBUL,YTZ,YTO,ISTANBUL
1145,IST,IST,ISTANBUL,YTZ,YTO,ISTANBUL
2239,SAW,IST,ISTANBUL,YTZ,YTO,ISTANBUL
1143,ISL,IST,ISTANBUL,YUL,YMQ,ISTANBUL
1145,IST,IST,ISTANBUL,YUL,YMQ,ISTANBUL
2239,SAW,IST,ISTANBUL,YUL,YMQ,ISTANBUL
1143,ISL,IST,ISTANBUL,YYC,YYC,ISTANBUL
1145,IST,IST,ISTANBUL,YYC,YYC,ISTANBUL
2239,SAW,IST,ISTANBUL,YYC,YYC,ISTANBUL
1143,ISL,IST,ISTANBUL,YYZ,YTO,ISTANBUL
1145,IST,IST,ISTANBUL,YYZ,YTO,ISTANBUL
2239,SAW,IST,ISTANBUL,YYZ,YTO,ISTANBUL
1143,ISL,IST,ISTANBUL,ZAG,ZAG,ISTANBUL
1145,IST,IST,ISTANBUL,ZAG,ZAG,ISTANBUL
2239,SAW,IST,ISTANBUL,ZAG,ZAG,ISTANBUL
1143,ISL,IST,ISTANBUL,ZAZ,ZAZ,ISTANBUL
1145,IST,IST,ISTANBUL,ZAZ,ZAZ,ISTANBUL
2239,SAW,IST,ISTANBUL,ZAZ,ZAZ,ISTANBUL
1143,ISL,IST,ISTANBUL,ZIA,MOW,ISTANBUL
1145,IST,IST,ISTANBUL,ZIA,MOW,ISTANBUL
2239,SAW,IST,ISTANBUL,ZIA,MOW,ISTANBUL
1143,ISL,IST,ISTANBUL,ZNZ,ZNZ,ISTANBUL
1145,IST,IST,ISTANBUL,ZNZ,ZNZ,ISTANBUL
2239,SAW,IST,ISTANBUL,ZNZ,ZNZ,ISTANBUL
1143,ISL,IST,ISTANBUL,ZRH,ZRH,ISTANBUL
1145,IST,IST,ISTANBUL,ZRH,ZRH,ISTANBUL
2239,SAW,IST,ISTANBUL,ZRH,ZRH,ISTANBUL
